accession,condition,replicate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
Q99JT2,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q99JT2,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9431,0,0,0,3.2539
Q8R3G1,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85541,0.69831,1.5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.9
Q8R3G1,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.354,0,21.079
Q8R3G1,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.872,0
Q8R3G1,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3562,3.6167
Q8R3G1,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.694,0
Q8R3G1,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3G1,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7732
Q8R3G1,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q63ZW7,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2ADY9,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0.31029,0,0,0.24317,0.17103,0.23927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63076,0.40354,0.45329,0,0,0,10.368,7.5058,6.9232,0,0,0,0,0,0,0,0,0,0
A2ADY9,Brain,2,0.5947,0,0,0,0,0,0,0.34986,0.32465,0,0.2354,0.26599,0.3013,0.26174,0.245,0,0,0,0.38151,0.58433,0,0.95674,0,0,1.1086,1.0967,1.2926,1.0347,2.6894,0,1.9276,0.78974,0,0,1.4185,2.7749,7.7482,10.083,18.863,14.25,7.2059,0,0,0,0,0,0,2.4058,0,0,0,0,0,0,0
A2ADY9,Heart,1,0,0.14904,0.30316,0.11789,0.256,0.4944,0,0,0,0.26813,0.14146,0,0.15012,0,0.19194,0.2404,0,0.46323,0,0.24376,0,0,0,0,0,0,0,0,0,0,0,0.92643,0,0,0,0,0,0.80694,0.62635,0.63777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2ADY9,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27693,0,0,0.1953,0,0,0,0,0,0,0,0,0,0,0,0,0.15805,0,0.17057,0,0,0,0,0,0,0,0,0,0,0,0.24676,0,0,0,0,0,0,0,0,0
A2ADY9,Kidney,1,0,0.24477,0.27446,0,0.20191,0,0.27395,0,0,0,0,0.86666,0,0,0.32993,0.78462,0,0,0,0.12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2ADY9,Kidney,2,0.85605,0,0,0,0,0,0,0,0,0,0.07513,0.069803,0.10802,0,0.11895,0.10119,0.11553,0,0,0,0.076734,0.080261,0.073599,0.1121,0,0,0,0.09954,0.12063,0.10456,0.1818,0,0,0.25809,0,0,0,0,0,0,1.1542,0,2.2657,0,5.236,4.4064,0,0.62965,0.58621,0.5384,0,1.3345,0,0,0
A2ADY9,Liver,1,0,0,0.38204,0.50064,0.47116,0.35876,0.41847,0.45427,0,0,0.76245,0,0.68893,0.67516,0.76231,0,0.87563,0.84617,0,1.4952,26.242,1.9691,0,0,2.7906,2.2146,2.7152,0,4.3708,0,9.4425,0,0,5.7514,7.4437,8.1685,9.5358,18.707,47.361,142.99,84.807,213.62,85.53,23.584,37.684,28.234,25.518,20.628,19.744,14.638,9.4899,7.996,10.697,11.253,0
A2ADY9,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4287,0,4.2921,0,4.2212,3.3747,3.0209,3.6793,7.4087,10.268,22.96,27.357,11.973,12.558,13.797,9.4153,9.6221,0,5.843,5.8349,1.3998,4.9896,4.4966,4.6817,5.2111,3.5821,5.6681,0,3.8181
A2ADY9,Lung,1,0,0.32431,0.26154,0.21343,0,0.13977,0.17743,0,0,0,0,0,0,0.19027,0.16314,0,0,0.28852,0.37785,0.4299,0.5653,0,0,0,0,0,0,0,0.63246,0,0,0,0,1.4571,1.7591,6.1826,4.4902,4.2478,6.6271,4.7795,3.6042,0,0,2.2874,0,1.7622,0,1.465,1.4945,0,0,0,0,0,0
A2ADY9,Lung,2,0,0,0,0,0,0,0,0,0,0.28825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83887,0,0,1.3387,0,0,1.226,1.1791,0,1.6225,2.9488,6.7656,6.4003,8.4347,8.5303,0,0,3.8619,0,0,0,0,0,0,0,0,0,0,0,0
A2ADY9,Muscle,1,0.084084,0.070792,0.13821,0.13993,0,0,0,0,0.099492,0.10313,0.10993,0,0,0.33997,0.54751,0,0,0,0.51783,0,0,0,0,0,0.5416,0,0,0.74685,0,0,0,0.23866,0,0,0,0.33449,0.74363,0.88172,0.86784,0.67371,0,0,0.23166,0,0,0,0,0,0,0,0,0,0,0,0
A2ADY9,Muscle,2,0,0.055891,0,0,0.070379,0,0,0,0,0,0,0.037873,0,0.038901,0.026171,0.05588,0,0.068812,0.096018,0,0.10617,0.15093,0,0,0,0.061074,0,0,0,0,0,0.084179,0.10431,0,0,0,0,0,0,0,0.093097,0.12736,0,0,0,0.07063,0,0,0.087184,0,0,0,0,0,0.1318
A2ADY9,Thymus,1,0,0.13245,0.10235,0,0,0.11415,0,0,0.13493,0,0.099026,0.22333,0.060619,0.1327,0.056582,0.17204,0.072388,0.079341,0.064869,0.084274,0.092113,0.11287,0.091833,0,0.14412,0,0,0,0.8348,0,0,0.65955,0,0,0,0.40236,1.1136,2.9327,2.105,2.1396,1.3479,0.95925,0.73963,0.77185,0.37704,0,0,0,0,0,0,0.71689,0,0,0
A2ADY9,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27451,0,0.28261,0.34907,0,0,0,0.42752,0.3981,0.33078,0.44361,0.44019,0.47219,0.40332,1.0154,1.3955,1.8552,0,0,0,0,0.70152,0,0.44086,0,0,0,0.48053,0,0,0
Zfp300,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.937,0,0,0,0,0
Zfp300,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp300,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,1.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3855,0,6.387,6.2014,5.5835,2.4208,4.8401,8.4243,11.356,5.5642,11.094,0,17.623,10.841,6.346,7.2388,5.8587,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Brain,2,2.9701,7.231,12.031,11.545,13.174,10.403,8.817,6.4461,7.1252,7.0333,9.7578,10.541,6.3213,6.5425,9.0359,7.8315,10.788,10.111,15.094,12.794,12.541,11.893,12.369,9.1337,17.598,8.5358,11.371,15.796,14.846,9.961,7.863,8.1964,7.621,2.8709,0,1.0776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Kidney,2,0,0.23413,0,0.86509,0,0,0,0,0.37723,0.53366,0.93814,1.4401,1.3733,0.93372,0.7466,0.95733,1.1547,1.4406,1.953,1.4651,0,1.9822,1.8146,1.9264,2.7601,2.9959,3.7322,2.5281,2.9653,1.9361,2.1611,1.78,1.62,1.1933,0.75623,0.51899,0,0.25304,0.20681,0.2022,0.20322,0,0.19363,0.39367,0.19453,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Liver,1,0,0,0,0,1.0113,0,0,1.1834,0,0,0,0,5.476,5.1744,5.7153,4.9013,4.8204,7.1103,6.3215,7.622,6.3903,0,0,9.1714,10.597,7.6738,9.4322,6.4812,0,0,2.6182,0,0,2.8062,0,2.8828,0,0,0,0,0,0,0,2.8916,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Liver,2,0,0,2.2648,0,4.4684,3.839,0,2.6062,2.7016,2.7548,3.0838,2.981,2.7087,1.8122,2.3358,2.5788,2.9291,0,2.2267,3.0193,2.3826,2.037,3.4409,3.4395,3.7896,5.8429,0,5.4348,3.8268,0,5.156,5.6497,4.1355,1.912,1.3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Lung,1,0,0,0,0.30768,0.93,0.43915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Lung,2,0,0,0,0,0,0,0.73571,0,0,0,0,0,0,1.3057,0,0,0,0,0,0,2.6841,2.4406,0,0,3.1873,4.3973,4.2995,5.7492,3.9894,6.8106,0,4.1757,3.4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Muscle,2,0.41272,0,0.035138,0.062141,0,0.063498,0,0.024357,0.17952,0,0.026799,0.52825,0.099673,0.046558,0.0937,0.071908,0.045841,0.093259,0.048851,0.070202,0.14484,12.236,0.33917,0,0,0.39316,0,1.7866,1.5469,0,0,0,2.6237,0,0.46374,3.0956,0.70203,0.43321,0.25668,0.60402,1.4644,0,0,0,0,0,0,0,0,0.25189,0.060823,0,0,0,0
Q9DBT5,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9DBT5,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7841,1.5478,0,5.4368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5273,5.8771,0,11.22,0,9.6531,0,0,7.2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1952,0,1.9903,2.4298,4.2051,2.9546,3.3026,6.5687,3.5713,2.7125,0,3.963,0,0,2.1983,2.9463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9832,0,4.6958,5.7048,0,9.2195,8.8655,2.3329,5.5148,8.6688,8.2105,16.286,2.5907,6.557,11.991,5.1967,2.1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8884,0,11.267,5.363,5.8183,5.947,9.1867,6.0797,3.9955,0,0,5.1784,0,3.0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3953,1.7223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q80ZK9,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9R0Q4,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9R0Q4,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9R0Q4,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9R0Q4,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
